T(K),Z*10^-4reported,Resist.(Ohm.cm),Seebeck(uV/K),kappaZT,Resist.(400K),Seebeck(400K),Pf(W/K^2/m),ZT,kappa(W/mK),Conduct.(S/cm),CellVolume(A^3),FormulaUnitsperCell,Atomsperformulaunit,totalatomsperunitcell
700,0.85,0.000948,-89.12,5.86E-01,23.73,-50.67,8.38E-04,0.277944192,2.11,1.05E+03,175.2,1,8.4,8.4
300,0.85,0.00046,-50.8,1.68E-01,23.73,-50.67,5.61E-04,0.058035382,2.9,2.17E+03,175.2,1,8.4,8.4
400,0.85,0.000728,-70.8,2.75E-01,23.73,-50.67,6.89E-04,0.109728996,2.51,1.37E+03,175.2,1,8.4,8.4
700,0.85,0.002174,-128.9,5.35E-01,23.73,-50.67,7.64E-04,0.274353006,1.95,4.60E+02,175.2,1,8.4,8.4
300,0.85,0.000478,-64.8,2.64E-01,23.73,-50.67,8.78E-04,0.099074464,2.66,2.09E+03,175.2,1,8.4,8.4
400,0.85,0.00085,-88.8,3.71E-01,23.73,-50.67,9.28E-04,0.182797798,2.03,1.18E+03,175.2,1,8.4,8.4
700,0.85,0.002174,-140.8,6.38E-01,23.73,-50.67,9.12E-04,0.377708802,1.69,4.60E+02,175.2,1,8.4,8.4
300,0.85,0.0033,-102,9.46E-02,23.73,-50.67,3.15E-04,0.05085044,1.86,3.03E+02,1132.02,1,54,54
400,0.85,0.00342,-118.1,1.63E-01,23.73,-50.67,4.08E-04,0.101322945,1.61,2.92E+02,1132.02,1,54,54
700,0.85,0.00287,-98.25,2.35E-01,23.73,-50.67,3.36E-04,0.096098183,2.45,3.48E+02,1132.02,1,54,54
300,0.85,0.00234,106.2,1.45E-01,23.73,-50.67,4.82E-04,0.081692308,1.77,4.27E+02,1132.02,1,54,54
400,0.85,0.00253,126.5,2.53E-01,23.73,-50.67,6.33E-04,0.15617284,1.62,3.95E+02,1132.02,1,54,54
700,0.85,0.00275,136.48,4.74E-01,23.73,-50.67,6.77E-04,0.19673713,2.41,3.64E+02,1132.02,1,54,54
300,0.85,0.000617,46.24,1.04E-01,23.73,-50.67,3.47E-04,0.047688674,2.18,1.62E+03,1132.02,1,54,54
400,0.85,0.000702,56.99,1.85E-01,23.73,-50.67,4.63E-04,0.079426289,2.33,1.42E+03,1132.02,1,54,54
700,0.85,0.000789,76.87,5.24E-01,23.73,-50.67,7.49E-04,0.177710375,2.95,1.27E+03,1132.02,1,54,54
300,0.85,0.165,-25,1.14E-04,23.73,-50.67,3.79E-07,8.74E-05,1.3,6.06E+00,1204.18,4,9,36
300,0.85,0.21,220,6.91E-03,23.73,-50.67,2.30E-05,0.20,4.22,4.76E+00,1468,1,58,58
300,0.85,14500,-160,5.30E-08,23.73,-50.67,1.77E-10,6.76E-08,0.783,6.90E-05,374.96,2,8,16
300,0.85,130,345,2.75E-05,23.73,-50.67,9.16E-08,7.29E-05,0.377,7.69E-03,500.1,2,9,18
300,0.85,0.001446,-151,4.73E-01,23.73,-50.67,1.58E-03,0.055522276,8.52,6.92E+02,258.55,4,3,12
400,0.85,0.001706,-164.4,6.34E-01,23.73,-50.67,1.58E-03,0.111175665,5.7,5.86E+02,258.55,4,3,12
700,0.85,0.003167,-231,1.18E+00,23.73,-50.67,1.68E-03,0.322249944,3.66,3.16E+02,258.55,4,3,12
300,0.85,0.00082,-107,4.19E-01,23.73,-50.67,1.40E-03,0.059161844,7.08,1.22E+03,258.55,4,3,12
400,0.85,0.000902,-149,9.85E-01,23.73,-50.67,2.46E-03,0.194186052,5.07,1.11E+03,258.55,4,3,12
700,0.85,0.001575,-217,2.09E+00,23.73,-50.67,2.99E-03,0.636122931,3.29,6.35E+02,258.55,4,3,12
300,0.85,0.000488,-76.6,3.61E-01,23.73,-50.67,1.20E-03,0.058556925,6.16,2.05E+03,258.55,4,3,12
400,0.85,0.000541,-101,7.54E-01,23.73,-50.67,1.89E-03,0.15845229,4.76,1.85E+03,258.55,4,3,12
700,0.85,0.000929,-153,1.76E+00,23.73,-50.67,2.52E-03,0.499678292,3.53,1.08E+03,258.55,4,3,12
300,0.85,0.000369,-67.7,3.73E-01,23.73,-50.67,1.24E-03,0.056889344,6.55,2.71E+03,258.55,4,3,12
400,0.85,0.000396,-83.5,7.04E-01,23.73,-50.67,1.76E-03,0.130178868,5.41,2.53E+03,258.55,4,3,12
700,0.85,0.000621,-121.2,1.66E+00,23.73,-50.67,2.37E-03,0.385970744,4.29,1.61E+03,258.55,4,3,12
300,0.85,0.00033,-61,3.38E-01,23.73,-50.67,1.13E-03,0.051644691,6.55,3.03E+03,258.55,4,3,12
400,0.85,0.000348,-78.6,7.10E-01,23.73,-50.67,1.78E-03,0.125019427,5.68,2.87E+03,258.55,4,3,12
700,0.85,0.000569,-125,1.92E+00,23.73,-50.67,2.75E-03,0.436870906,4.4,1.76E+03,258.55,4,3,12
300,0.85,1.52E-03,-82.9,1.36E-01,23.73,-50.67,4.52E-04,0.019023797,7.13,6.58E+02,258.55,4,3,12
400,0.85,1.21E-03,-110.3,4.02E-01,23.73,-50.67,1.01E-03,0.07143602,5.63,8.26E+02,258.55,4,3,12
700,0.85,1.25E-03,-174.9,1.72E+00,23.73,-50.67,2.45E-03,0.476989374,3.6,8.02E+02,258.55,4,3,12
1000,0.85,1.86E-03,-212.3,2.43E+00,23.73,-50.67,2.43E-03,0.88258266,2.75,5.39E+02,258.55,4,3,12
300,0.85,1.50E-03,-83,1.38E-01,23.73,-50.67,4.59E-04,0.046234899,2.98,6.67E+02,258.35,4,3,12
400,0.85,1.27E-03,-117.5,4.35E-01,23.73,-50.67,1.09E-03,0.165970427,2.62,7.87E+02,258.35,4,3,12
700,0.85,1.37E-03,-176.2,1.59E+00,23.73,-50.67,2.27E-03,0.817687862,1.94,7.30E+02,258.35,4,3,12
1000,0.85,2.20E-03,-187.7,1.60E+00,23.73,-50.67,1.60E-03,0.925677614,1.73,4.55E+02,258.35,4,3,12
300,0.85,1.24,26,1.64E-05,23.73,-50.67,5.45E-08,2.09E-06,7.83,8.06E-01,258.55,4,3,12
400,0.85,0.413,178,3.07E-03,23.73,-50.67,7.67E-06,0.000506381,6.06,2.42E+00,258.55,4,3,12
700,0.85,0.0397,149,3.91E-02,23.73,-50.67,5.59E-05,0.010666305,3.67,2.52E+01,258.55,4,3,12
1000,0.85,6.60E-03,192,5.59E-01,23.73,-50.67,5.59E-04,0.176754891,3.16,1.52E+02,258.55,4,3,12
300,0.85,0.0513,30.42,5.41E-04,23.73,-50.67,1.80E-06,0.000131668,4.11,1.95E+01,258.35,4,3,12
400,0.85,0.0284,157.9,3.51E-02,23.73,-50.67,8.78E-05,0.011364424,3.09,3.52E+01,258.35,4,3,12
700,0.85,0.0149,318.8,4.77E-01,23.73,-50.67,6.82E-04,0.185786979,2.57,6.71E+01,258.35,4,3,12
1000,0.85,5.44E-03,224,9.22E-01,23.73,-50.67,9.22E-04,0.265043949,3.48,1.84E+02,258.35,4,3,12
300,0.85,0.2544,388,1.78E-02,23.73,-50.67,5.92E-05,0.088764151,0.2,3.93E+00,4758.66,6,29,174
400,0.85,0.0832,327,5.14E-02,23.73,-50.67,1.29E-04,0.244800824,0.21,1.20E+01,4758.66,6,29,174
700,0.85,0.0264,311,2.56E-01,23.73,-50.67,3.66E-04,1.282285985,0.2,3.79E+01,4758.66,6,29,174
300,0.85,0.0042,219,3.43E-01,23.73,-50.67,1.14E-03,0.067304238,5.09,2.38E+02,1045.95,4,8,32
300,0.85,0.02314,285,1.05E-01,23.73,-50.67,3.51E-04,0.011610217,9.07,4.32E+01,2027.01,8,8,64
300,0.85,0.00433,163,1.84E-01,23.73,-50.67,6.14E-04,0.027271234,6.75,2.31E+02,1045.95,4,8,32
300,0.85,0.00321,145,1.97E-01,23.73,-50.67,6.55E-04,0.20,4.22,3.12E+02,1045.95,4,8,32
300,0.85,0.0129,-320,2.38E-01,23.73,-50.67,7.94E-04,0.293999426,0.81,7.75E+01,1233.18,1,48,48
300,0.85,0.00262,-154,2.72E-01,23.73,-50.67,9.05E-04,0.223320108,1.216,3.82E+02,1233.18,1,48,48
300,0.85,0.00194,-128,2.53E-01,23.73,-50.67,8.45E-04,0.239019646,1.06,5.15E+02,1233.18,1,48,48
300,0.85,0.002817,149,2.36E-01,23.73,-50.67,7.88E-04,0.118216187,2,3.55E+02,1254.12,1,54,54
400,0.85,0.003049,185,4.49E-01,23.73,-50.67,1.12E-03,0.224499836,2,3.28E+02,1254.12,1,54,54
