T (K),Z*10^-4 reported,Resist. (Ohm.cm),Seebeck (uV/K),kappaZT,,Resist. (400K),Seebeck (400K),Pf (W/K^2/m),ZT,kappa (W/mK),T Max,,,Conduct. (S/cm),,Power Factor*T (W/mK),Cell Volume (A^3),Formula Units per Cell,Atoms per formula unit,total atoms per unit cell,average atomic volume,temp of ICSD (K),S,ke/ktotal,
700,0.85,0.084836351,-159.904,2.11E-02,0.91,23.73,-50.67,3.01E-05,0.20,4.22,0.61,0.91,0.91,1.18E+01,0.91,2.11E-02,47.62,2,2,4,11.905,295,2.56E+04,0.91,0.91
1000,0.85,0.060526459,-190.963,6.02E-02,0.91,23.73,-50.67,6.02E-05,0.20,4.22,0.61,0.91,0.91,1.65E+01,0.91,6.02E-02,47.62,2,2,4,11.905,295,3.65E+04,0.91,0.91
700,0.85,0.06809206,-133.608,1.84E-02,0.91,23.73,-50.67,2.62E-05,0.20,4.22,0.61,0.91,0.91,1.47E+01,0.91,1.84E-02,47.62,2,2,4,11.905,295,1.79E+04,0.91,0.91
1000,0.85,0.025429957,-182.054,1.30E-01,0.91,23.73,-50.67,1.30E-04,0.20,4.22,0.61,0.91,0.91,3.93E+01,0.91,1.30E-01,47.62,2,2,4,11.905,295,3.31E+04,0.91,0.91
700,0.85,0.049759661,-124.909,2.19E-02,0.91,23.73,-50.67,3.14E-05,0.20,4.22,0.61,0.91,0.91,2.01E+01,0.91,2.19E-02,47.62,2,2,4,11.905,295,1.56E+04,0.91,0.91
1000,0.85,0.019382024,-173.573,1.55E-01,0.91,23.73,-50.67,1.55E-04,0.20,4.22,0.61,0.91,0.91,5.16E+01,0.91,1.55E-01,47.62,2,2,4,11.905,295,3.01E+04,0.91,0.91
700,0.85,0.046832485,-112.738,1.90E-02,0.91,23.73,-50.67,2.71E-05,0.20,4.22,0.61,0.91,0.91,2.14E+01,0.91,1.90E-02,47.62,2,2,4,11.905,295,1.27E+04,0.91,0.91
1000,0.85,0.018318575,-164.443,1.48E-01,0.91,23.73,-50.67,1.48E-04,0.20,4.22,0.61,0.91,0.91,5.46E+01,0.91,1.48E-01,47.62,2,2,4,11.905,295,2.70E+04,0.91,0.91
700,0.85,0.033823549,-170.775,6.04E-02,0.91,23.73,-50.67,8.62E-05,0.20,4.22,0.61,0.91,0.91,2.96E+01,0.91,6.04E-02,47.62,2,2,4,11.905,295,2.92E+04,0.91,0.91
1000,0.85,0.017394965,-217.259,2.71E-01,0.91,23.73,-50.67,2.71E-04,0.20,4.22,0.61,0.91,0.91,5.75E+01,0.91,2.71E-01,47.62,2,2,4,11.905,295,4.72E+04,0.91,0.91
700,0.85,0.029403376,-147.96,5.21E-02,0.91,23.73,-50.67,7.45E-05,0.20,4.22,0.61,0.91,0.91,3.40E+01,0.91,5.21E-02,47.62,2,2,4,11.905,295,2.19E+04,0.91,0.91
1000,0.85,0.015898605,-212.256,2.83E-01,0.91,23.73,-50.67,2.83E-04,0.20,4.22,0.61,0.91,0.91,6.29E+01,0.91,2.83E-01,47.62,2,2,4,11.905,295,4.51E+04,0.91,0.91
700,0.85,0.026005029,-143.177,5.52E-02,0.91,23.73,-50.67,7.88E-05,0.20,4.22,0.61,0.91,0.91,3.85E+01,0.91,5.52E-02,47.62,2,2,4,11.905,295,2.05E+04,0.91,0.91
1000,0.85,0.014455316,-205.305,2.92E-01,0.91,23.73,-50.67,2.92E-04,0.20,4.22,0.61,0.91,0.91,6.92E+01,0.91,2.92E-01,47.62,2,2,4,11.905,295,4.22E+04,0.91,0.91
700,0.85,0.023522715,-139.044,5.75E-02,0.91,23.73,-50.67,8.22E-05,0.20,4.22,0.61,0.91,0.91,4.25E+01,0.91,5.75E-02,47.62,2,2,4,11.905,295,1.93E+04,0.91,0.91
1000,0.85,0.013252247,-195.093,2.87E-01,0.91,23.73,-50.67,2.87E-04,0.20,4.22,0.61,0.91,0.91,7.55E+01,0.91,2.87E-01,47.62,2,2,4,11.905,295,3.81E+04,0.91,0.91
300,0.85,0.00974787,-178.765,9.84E-02,0.018373704,23.73,-50.67,3.28E-04,0.024064225,4.087,0.61,0.018373704,0.018373704,1.03E+02,0.018373704,9.84E-02,226.87,4,3,12,18.90583333,300,3.20E+04,0.018373704,0.018373704
400,0.85,0.00625721,-208.592,2.78E-01,0.044186986,23.73,-50.67,6.95E-04,0.078795216,3.53,0.61,0.044186986,0.044186986,1.60E+02,0.044186986,2.78E-01,226.87,4,3,12,18.90583333,300,4.35E+04,0.044186986,0.044186986
700,0.85,0.00216666,-236.062,1.80E+00,0.2407789,23.73,-50.67,2.57E-03,0.549896257,3.274,0.61,0.2407789,0.2407789,4.62E+02,0.2407789,1.80E+00,226.87,4,3,12,18.90583333,300,5.57E+04,0.2407789,0.2407789
300,0.85,0.00904316,-188.659,1.18E-01,0.021223166,23.73,-50.67,3.94E-04,0.030958179,3.814,0.61,0.021223166,0.021223166,1.11E+02,0.021223166,1.18E-01,226.87,4,3,12,18.90583333,300,3.56E+04,0.021223166,0.021223166
400,0.85,0.00511455,-233.589,4.27E-01,0.057048768,23.73,-50.67,1.07E-03,0.127573719,3.345,0.61,0.057048768,0.057048768,1.96E+02,0.057048768,4.27E-01,226.87,4,3,12,18.90583333,300,5.46E+04,0.057048768,0.057048768
700,0.85,0.00176663,-276.689,3.03E+00,0.302507046,23.73,-50.67,4.33E-03,0.949138206,3.196,0.61,0.302507046,0.302507046,5.66E+02,0.302507046,3.03E+00,226.87,4,3,12,18.90583333,300,7.66E+04,0.302507046,0.302507046
300,0.85,0.00860507,-369.912,4.77E-01,0.026834741,23.73,-50.67,1.59E-03,0.150488885,3.17,0.61,0.026834741,0.026834741,1.16E+02,0.026834741,4.77E-01,226.87,4,3,12,18.90583333,300,1.37E+05,0.026834741,0.026834741
400,0.85,0.00555251,-379.426,1.04E+00,0.061958534,23.73,-50.67,2.59E-03,0.365565734,2.837,0.61,0.061958534,0.061958534,1.80E+02,0.061958534,1.04E+00,226.87,4,3,12,18.90583333,300,1.44E+05,0.061958534,0.061958534
700,0.85,0.00228094,-348.046,3.72E+00,0.254525522,23.73,-50.67,5.31E-03,1.263615091,2.942,0.61,0.254525522,0.254525522,4.38E+02,0.254525522,3.72E+00,226.87,4,3,12,18.90583333,300,1.21E+05,0.254525522,0.254525522
300,0.85,0.00475748,-311.579,6.12E-01,0.050239329,23.73,-50.67,2.04E-03,0.199889676,3.0626,0.61,0.050239329,0.050239329,2.10E+02,0.050239329,6.12E-01,226.87,4,3,12,18.90583333,300,9.71E+04,0.050239329,0.050239329
400,0.85,0.00338128,-329.939,1.29E+00,0.096119909,23.73,-50.67,3.22E-03,0.4288356,3.003,0.61,0.096119909,0.096119909,2.96E+02,0.096119909,1.29E+00,226.87,4,3,12,18.90583333,300,1.09E+05,0.096119909,0.096119909
700,0.85,0.00163327,-328.251,4.62E+00,0.32137518,23.73,-50.67,6.60E-03,1.419170654,3.254,0.61,0.32137518,0.32137518,6.12E+02,0.32137518,4.62E+00,226.87,4,3,12,18.90583333,300,1.08E+05,0.32137518,0.32137518
300,0.85,0.0048146,-252.204,3.96E-01,0.044795979,23.73,-50.67,1.32E-03,0.116775879,3.394,0.61,0.044795979,0.044795979,2.08E+02,0.044795979,3.96E-01,226.87,4,3,12,18.90583333,300,6.36E+04,0.044795979,0.044795979
400,0.85,0.00313369,-264.835,8.95E-01,0.101384736,23.73,-50.67,2.24E-03,0.291429498,3.072,0.61,0.101384736,0.101384736,3.19E+02,0.101384736,8.95E-01,226.87,4,3,12,18.90583333,300,7.01E+04,0.101384736,0.101384736
700,0.85,0.00148089,-260.541,3.21E+00,0.36533433,23.73,-50.67,4.58E-03,1.016372274,3.157,0.61,0.36533433,0.36533433,6.75E+02,0.36533433,3.21E+00,226.87,4,3,12,18.90583333,300,6.79E+04,0.36533433,0.36533433
300,0.85,0.000993432,68.2676,1.41E-01,0.91,23.73,-50.67,4.69E-04,0.20,4.22,0.61,0.91,0.91,1.01E+03,0.91,1.41E-01,762.3,2,17,34,22.42058824,300,4.66E+03,0.91,0.91
400,0.85,0.00105643,87.0227,2.87E-01,0.91,23.73,-50.67,7.17E-04,0.20,4.22,0.61,0.91,0.91,9.47E+02,0.91,2.87E-01,762.3,2,17,34,22.42058824,300,7.57E+03,0.91,0.91
700,0.85,0.00130209,128.846,8.92E-01,0.91,23.73,-50.67,1.28E-03,0.20,4.22,0.61,0.91,0.91,7.68E+02,0.91,8.92E-01,762.3,2,17,34,22.42058824,300,1.66E+04,0.91,0.91
1000,0.85,0.00174341,156.737,1.41E+00,0.91,23.73,-50.67,1.41E-03,0.20,4.22,0.61,0.91,0.91,5.74E+02,0.91,1.41E+00,762.3,2,17,34,22.42058824,300,2.46E+04,0.91,0.91
300,0.85,0.00147222,86.5388,1.53E-01,0.362925765,23.73,-50.67,5.09E-04,0.1113909,1.37,0.61,0.362925765,0.362925765,6.79E+02,0.362925765,1.53E-01,756.81,2,17,34,22.25911765,300,7.49E+03,0.362925765,0.362925765
400,0.85,0.00162618,107.702,2.85E-01,0.91,23.73,-50.67,7.13E-04,0.20,4.22,0.61,0.91,0.91,6.15E+02,0.91,2.85E-01,756.81,2,17,34,22.25911765,300,1.16E+04,0.91,0.91
700,0.85,0.00201791,149.997,7.80E-01,0.91,23.73,-50.67,1.12E-03,0.20,4.22,0.61,0.91,0.91,4.96E+02,0.91,7.80E-01,756.81,2,17,34,22.25911765,300,2.25E+04,0.91,0.91
1000,0.85,0.00230374,176.441,1.35E+00,0.91,23.73,-50.67,1.35E-03,0.20,4.22,0.61,0.91,0.91,4.34E+02,0.91,1.35E+00,756.81,2,17,34,22.25911765,300,3.11E+04,0.91,0.91
300,0.85,0.0027419,104.331,1.19E-01,0.91,23.73,-50.67,3.97E-04,0.20,4.22,0.61,0.91,0.91,3.65E+02,0.91,1.19E-01,756.81,2,17,34,22.25911765,300,1.09E+04,0.91,0.91
400,0.85,0.00287783,123.077,2.11E-01,0.91,23.73,-50.67,5.26E-04,0.20,4.22,0.61,0.91,0.91,3.47E+02,0.91,2.11E-01,756.81,2,17,34,22.25911765,300,1.51E+04,0.91,0.91
700,0.85,0.00330908,162.016,5.55E-01,0.91,23.73,-50.67,7.93E-04,0.20,4.22,0.61,0.91,0.91,3.02E+02,0.91,5.55E-01,756.81,2,17,34,22.25911765,300,2.62E+04,0.91,0.91
1000,0.85,0.00339272,189.903,1.06E+00,0.91,23.73,-50.67,1.06E-03,0.20,4.22,0.61,0.91,0.91,2.95E+02,0.91,1.06E+00,756.81,2,17,34,22.25911765,300,3.61E+04,0.91,0.91
300,0.85,0.00473037,107.699,7.36E-02,0.91,23.73,-50.67,2.45E-04,0.20,4.22,0.61,0.91,0.91,2.11E+02,0.91,7.36E-02,747,2,17,34,21.97058824,300,1.16E+04,0.91,0.91
400,0.85,0.00481344,134.608,1.51E-01,0.91,23.73,-50.67,3.76E-04,0.20,4.22,0.61,0.91,0.91,2.08E+02,0.91,1.51E-01,747,2,17,34,21.97058824,300,1.81E+04,0.91,0.91
700,0.85,0.0048781,163.937,3.86E-01,0.91,23.73,-50.67,5.51E-04,0.20,4.22,0.61,0.91,0.91,2.05E+02,0.91,3.86E-01,747,2,17,34,21.97058824,300,2.69E+04,0.91,0.91
1000,0.85,0.00499442,117.784,2.78E-01,0.91,23.73,-50.67,2.78E-04,0.20,4.22,0.61,0.91,0.91,2.00E+02,0.91,2.78E-01,747,2,17,34,21.97058824,300,1.39E+04,0.91,0.91
300,0.85,0.0104532,-87.0125,2.17E-02,0.91,23.73,-50.67,7.24E-05,0.20,4.22,0.61,0.91,0.91,9.57E+01,0.91,2.17E-02,747,2,17,34,21.97058824,300,7.57E+03,0.91,0.91
400,0.85,0.00985308,-102.424,4.26E-02,0.91,23.73,-50.67,1.06E-04,0.20,4.22,0.61,0.91,0.91,1.01E+02,0.91,4.26E-02,747,2,17,34,21.97058824,300,1.05E+04,0.91,0.91
700,0.85,0.00608923,-140.861,2.28E-01,0.91,23.73,-50.67,3.26E-04,0.20,4.22,0.61,0.91,0.91,1.64E+02,0.91,2.28E-01,747,2,17,34,21.97058824,300,1.98E+04,0.91,0.91
1000,0.85,0.00448351,-138.009,4.25E-01,0.91,23.73,-50.67,4.25E-04,0.20,4.22,0.61,0.91,0.91,2.23E+02,0.91,4.25E-01,747,2,17,34,21.97058824,300,1.90E+04,0.91,0.91
300,0.85,0.0609811,16.3458,1.31E-04,0.91,23.73,-50.67,4.38E-07,0.20,4.22,0.61,0.91,0.91,1.64E+01,0.91,1.31E-04,747,2,17,34,21.97058824,300,2.67E+02,0.91,0.91
400,0.85,0.0446028,12.0057,1.29E-04,0.91,23.73,-50.67,3.23E-07,0.20,4.22,0.61,0.91,0.91,2.24E+01,0.91,1.29E-04,747,2,17,34,21.97058824,300,1.44E+02,0.91,0.91
700,0.85,0.011935,-35.5636,7.42E-03,0.91,23.73,-50.67,1.06E-05,0.20,4.22,0.61,0.91,0.91,8.38E+01,0.91,7.42E-03,747,2,17,34,21.97058824,300,1.26E+03,0.91,0.91
1000,0.85,0.00397477,-89.9103,2.03E-01,0.91,23.73,-50.67,2.03E-04,0.20,4.22,0.61,0.91,0.91,2.52E+02,0.91,2.03E-01,747,2,17,34,21.97058824,300,8.08E+03,0.91,0.91
300,0.85,0.00164306,108.391,2.15E-01,0.278443879,23.73,-50.67,7.15E-04,0.134070829,1.6,0.61,0.278443879,0.278443879,6.09E+02,0.278443879,2.15E-01,752.85,2,17,34,22.14264706,295,1.17E+04,0.278443879,0.278443879
400,0.85,0.00183033,142.661,4.45E-01,0.333273235,23.73,-50.67,1.11E-03,0.277984857,1.6,0.61,0.333273235,0.333273235,5.46E+02,0.333273235,4.45E-01,752.85,2,17,34,22.14264706,295,2.04E+04,0.333273235,0.333273235
700,0.85,0.00231764,210.479,1.34E+00,0.469399082,23.73,-50.67,1.91E-03,0.852255776,1.57,0.61,0.469399082,0.469399082,4.31E+02,0.469399082,1.34E+00,752.85,2,17,34,22.14264706,295,4.43E+04,0.469399082,0.469399082
300,0.85,0.00932355,-177.252,1.01E-01,0.019881425,23.73,-50.67,3.37E-04,0.0256,3.948955807,0.61,0.019881425,0.019881425,1.07E+02,0.019881425,1.01E-01,226.87,4,3,12,18.90583333,300,3.14E+04,0.019881425,0.019881425
700,0.85,0.00236129,-237.912,1.68E+00,0.232351722,23.73,-50.67,2.40E-03,0.539,3.113096927,0.61,0.232351722,0.232351722,4.24E+02,0.232351722,1.68E+00,226.87,4,3,12,18.90583333,300,5.66E+04,0.232351722,0.232351722
300,0.85,0.002408,-250,7.79E-01,0.10529088,23.73,-50.67,2.60E-03,0.2697,2.887113404,0.61,0.10529088,0.10529088,4.15E+02,0.10529088,7.79E-01,226.87,4,3,12,18.90583333,300,6.25E+04,0.10529088,0.10529088
400,0.85,0.002168,-281,1.46E+00,0.165940148,23.73,-50.67,3.64E-03,0.537,2.712932995,0.61,0.165940148,0.165940148,4.61E+02,0.165940148,1.46E+00,226.87,4,3,12,18.90583333,300,7.90E+04,0.165940148,0.165940148
700,0.85,0.001544,-307,4.27E+00,0.375388598,23.73,-50.67,6.10E-03,1.45,2.946859925,0.61,0.375388598,0.375388598,6.48E+02,0.375388598,4.27E+00,226.87,4,3,12,18.90583333,300,9.42E+04,0.375388598,0.375388598
300,0.85,0.001166,-211,1.15E+00,0.226895173,23.73,-50.67,3.82E-03,0.414,2.766860566,0.61,0.226895173,0.226895173,8.58E+02,0.226895173,1.15E+00,226.87,4,3,12,18.90583333,300,4.45E+04,0.226895173,0.226895173
400,0.85,0.0012526,-237,1.79E+00,0.29452545,23.73,-50.67,4.48E-03,0.678,2.645541521,0.61,0.29452545,0.29452545,7.98E+02,0.29452545,1.79E+00,226.87,4,3,12,18.90583333,300,5.62E+04,0.29452545,0.29452545
700,0.85,0.0013186,-274,3.99E+00,0.437065374,23.73,-50.67,5.69E-03,1.3448,2.963660104,0.61,0.437065374,0.437065374,7.58E+02,0.437065374,3.99E+00,226.87,4,3,12,18.90583333,300,7.51E+04,0.437065374,0.437065374
300,0.85,0.00877175,-181.756,1.13E-01,0.91,23.73,-50.67,3.77E-04,0.20,4.22,0.61,0.91,0.91,1.14E+02,0.91,1.13E-01,226.87,4,3,12,18.90583333,300,3.30E+04,0.91,0.91
700,0.85,0.0021511,-287.251,2.69E+00,0.91,23.73,-50.67,3.84E-03,0.20,4.22,0.61,0.91,0.91,4.65E+02,0.91,2.69E+00,226.87,4,3,12,18.90583333,300,8.25E+04,0.91,0.91
300,0.85,0.00841046,-329.724,3.88E-01,0.91,23.73,-50.67,1.29E-03,0.20,4.22,0.61,0.91,0.91,1.19E+02,0.91,3.88E-01,226.87,4,3,12,18.90583333,300,1.09E+05,0.91,0.91
700,0.85,0.00234825,-345.217,3.55E+00,0.91,23.73,-50.67,5.08E-03,0.20,4.22,0.61,0.91,0.91,4.26E+02,0.91,3.55E+00,226.87,4,3,12,18.90583333,300,1.19E+05,0.91,0.91
300,0.85,0.00845644,-316.151,3.55E-01,0.91,23.73,-50.67,1.18E-03,0.20,4.22,0.61,0.91,0.91,1.18E+02,0.91,3.55E-01,226.87,4,3,12,18.90583333,300,1.00E+05,0.91,0.91
700,0.85,0.00203291,-358.019,4.41E+00,0.91,23.73,-50.67,6.31E-03,0.20,4.22,0.61,0.91,0.91,4.92E+02,0.91,4.41E+00,226.87,4,3,12,18.90583333,300,1.28E+05,0.91,0.91
300,0.85,0.00494914,-303.567,5.59E-01,0.91,23.73,-50.67,1.86E-03,0.20,4.22,0.61,0.91,0.91,2.02E+02,0.91,5.59E-01,226.87,4,3,12,18.90583333,300,9.22E+04,0.91,0.91
700,0.85,0.00188843,-333.898,4.13E+00,0.91,23.73,-50.67,5.90E-03,0.20,4.22,0.61,0.91,0.91,5.30E+02,0.91,4.13E+00,226.87,4,3,12,18.90583333,300,1.11E+05,0.91,0.91
300,0.85,0.00467326,-250.711,4.04E-01,0.91,23.73,-50.67,1.35E-03,0.20,4.22,0.61,0.91,0.91,2.14E+02,0.91,4.04E-01,226.87,4,3,12,18.90583333,300,6.29E+04,0.91,0.91
700,0.85,0.0016849,-260.931,2.83E+00,0.91,23.73,-50.67,4.04E-03,0.20,4.22,0.61,0.91,0.91,5.94E+02,0.91,2.83E+00,226.87,4,3,12,18.90583333,300,6.81E+04,0.91,0.91
300,0.85,0.004618298,-63.5492,2.62E-02,0.019912055,23.73,-50.67,8.74E-05,0.003295691,7.96,0.61,0.019912055,0.019912055,2.17E+02,0.019912055,2.62E-02,60.64,1,5,5,12.128,293,4.04E+03,0.019912055,0.019912055
400,0.85,0.004541079,-76.9741,5.22E-02,0.025078986,23.73,-50.67,1.30E-04,0.006089889,8.57,0.61,0.025078986,0.025078986,2.20E+02,0.025078986,5.22E-02,60.64,1,5,5,12.128,293,5.93E+03,0.025078986,0.025078986
700,0.85,0.004614717,-122.314,2.27E-01,0.06028016,23.73,-50.67,3.24E-04,0.036960421,6.14,0.61,0.06028016,0.06028016,2.17E+02,0.06028016,2.27E-01,60.64,1,5,5,12.128,293,1.50E+04,0.06028016,0.06028016
1000,0.85,0.005626132,-163.115,4.73E-01,0.169741871,23.73,-50.67,4.73E-04,0.185091706,2.555,0.61,0.169741871,0.169741871,1.78E+02,0.169741871,4.73E-01,60.64,1,5,5,12.128,293,2.66E+04,0.169741871,0.169741871
300,0.85,0.009615385,-49.7,7.71E-03,0.018147318,23.73,-50.67,2.57E-05,0.001837111,4.195,0.61,0.018147318,0.018147318,1.04E+02,0.018147318,7.71E-03,60.64,1,5,5,12.128,293,2.47E+03,0.018147318,0.018147318
400,0.85,0.004,-70.5,4.97E-02,0.065240642,23.73,-50.67,1.24E-04,0.013289439,3.74,0.61,0.065240642,0.065240642,2.50E+02,0.065240642,4.97E-02,60.64,1,5,5,12.128,293,4.97E+03,0.065240642,0.065240642
700,0.85,0.004587156,-147,3.30E-01,0.117458675,23.73,-50.67,4.71E-04,0.104023136,3.17,0.61,0.117458675,0.117458675,2.18E+02,0.117458675,3.30E-01,60.64,1,5,5,12.128,293,2.16E+04,0.117458675,0.117458675
1000,0.85,0.008333333,-191.6,4.41E-01,0.098585859,23.73,-50.67,4.41E-04,0.148325495,2.97,0.61,0.098585859,0.098585859,1.20E+02,0.098585859,4.41E-01,60.64,1,5,5,12.128,293,3.67E+04,0.098585859,0.098585859
300,0.85,0.002597403,-32.5,1.22E-02,0.045528271,23.73,-50.67,4.07E-05,0.00197087,6.19,0.61,0.045528271,0.045528271,3.85E+02,0.045528271,1.22E-02,60.64,1,5,5,12.128,293,1.06E+03,0.045528271,0.045528271
400,0.85,0.001926782,-42.2,3.70E-02,0.094681121,23.73,-50.67,9.24E-05,0.006910325,5.35,0.61,0.094681121,0.094681121,5.19E+02,0.094681121,3.70E-02,60.64,1,5,5,12.128,293,1.78E+03,0.094681121,0.094681121
700,0.85,0.002269632,-96,2.84E-01,0.194456021,23.73,-50.67,4.06E-04,0.073446995,3.87,0.61,0.194456021,0.194456021,4.41E+02,0.194456021,2.84E-01,60.64,1,5,5,12.128,293,9.22E+03,0.194456021,0.194456021
1000,0.85,0.0041841,-141.8,4.81E-01,0.17166912,23.73,-50.67,4.81E-04,0.141466893,3.397,0.61,0.17166912,0.17166912,2.39E+02,0.17166912,4.81E-01,60.64,1,5,5,12.128,293,2.01E+04,0.17166912,0.17166912
300,0.85,0.001838235,-34.4,1.93E-02,0.07200868,23.73,-50.67,6.44E-05,0.003492303,5.53,0.61,0.07200868,0.07200868,5.44E+02,0.07200868,1.93E-02,60.64,1,5,5,12.128,293,1.18E+03,0.07200868,0.07200868
400,0.85,0.001474926,-44.9,5.47E-02,0.137003727,23.73,-50.67,1.37E-04,0.011319708,4.83,0.61,0.137003727,0.137003727,6.78E+02,0.137003727,5.47E-02,60.64,1,5,5,12.128,293,2.02E+03,0.137003727,0.137003727
700,0.85,0.001953125,-94.4,3.19E-01,0.253477101,23.73,-50.67,4.56E-04,0.092574824,3.45,0.61,0.253477101,0.253477101,5.12E+02,0.253477101,3.19E-01,60.64,1,5,5,12.128,293,8.91E+03,0.253477101,0.253477101
1000,0.85,0.003952569,-140,4.96E-01,0.193105606,23.73,-50.67,4.96E-04,0.155117618,3.1968,0.61,0.193105606,0.193105606,2.53E+02,0.193105606,4.96E-01,60.64,1,5,5,12.128,293,1.96E+04,0.193105606,0.193105606
300,0.85,0.002247191,-22.6,6.82E-03,0.054471572,23.73,-50.67,2.27E-05,0.001140242,5.98,0.61,0.054471572,0.054471572,4.45E+02,0.054471572,6.82E-03,60.64,1,5,5,12.128,293,5.11E+02,0.054471572,0.054471572
400,0.85,0.001808318,-31.5,2.19E-02,0.102027977,23.73,-50.67,5.49E-05,0.004149068,5.29,0.61,0.102027977,0.102027977,5.53E+02,0.102027977,2.19E-02,60.64,1,5,5,12.128,293,9.92E+02,0.102027977,0.102027977
700,0.85,0.001862197,-80.7,2.45E-01,0.243935106,23.73,-50.67,3.50E-04,0.06510758,3.76,0.61,0.243935106,0.243935106,5.37E+02,0.243935106,2.45E-01,60.64,1,5,5,12.128,293,6.51E+03,0.243935106,0.243935106
1000,0.85,0.003194888,-124,4.81E-01,0.237180124,23.73,-50.67,4.81E-04,0.14946236,3.22,0.61,0.237180124,0.237180124,3.13E+02,0.237180124,4.81E-01,60.64,1,5,5,12.128,293,1.54E+04,0.237180124,0.237180124
300,0.85,0.00230891,122.133,1.94E-01,0.411730795,23.73,-50.67,6.46E-04,0.251703686,0.77,0.61,0.411730795,0.411730795,4.33E+02,0.411730795,1.94E-01,1610.64,9,7,63,25.56571429,300,1.49E+04,0.411730795,0.411730795
400,0.85,0.00266982,148.361,3.30E-01,0.494010427,23.73,-50.67,8.24E-04,0.44564167,0.74,0.61,0.494010427,0.494010427,3.75E+02,0.494010427,3.30E-01,1610.64,9,7,63,25.56571429,300,2.20E+04,0.494010427,0.494010427
700,0.85,0.00335417,184.769,7.12E-01,0.688130926,23.73,-50.67,1.02E-03,0.962807505,0.74,0.61,0.688130926,0.688130926,2.98E+02,0.688130926,7.12E-01,1610.64,9,7,63,25.56571429,300,3.41E+04,0.688130926,0.688130926
300,0.85,0.00212594,126.887,2.27E-01,0.453050366,23.73,-50.67,7.57E-04,0.298944741,0.76,0.61,0.453050366,0.453050366,4.70E+02,0.453050366,2.27E-01,1610.64,9,7,63,25.56571429,300,1.61E+04,0.453050366,0.453050366
400,0.85,0.0024668,155.085,3.90E-01,0.532509137,23.73,-50.67,9.75E-04,0.524900307,0.743,0.61,0.532509137,0.532509137,4.05E+02,0.532509137,3.90E-01,1610.64,9,7,63,25.56571429,300,2.41E+04,0.532509137,0.532509137
700,0.85,0.00316607,188.372,7.85E-01,0.726070079,23.73,-50.67,1.12E-03,1.055896648,0.743,0.61,0.726070079,0.726070079,3.16E+02,0.726070079,7.85E-01,1610.64,9,7,63,25.56571429,300,3.55E+04,0.726070079,0.726070079
300,0.85,0.00217354,135.898,2.55E-01,0.430112121,23.73,-50.67,8.50E-04,0.325550215,0.783,0.61,0.430112121,0.430112121,4.60E+02,0.430112121,2.55E-01,1610.64,9,7,63,25.56571429,300,1.85E+04,0.430112121,0.430112121
400,0.85,0.0025094,160.988,4.13E-01,0.51858346,23.73,-50.67,1.03E-03,0.550827792,0.75,0.61,0.51858346,0.51858346,3.99E+02,0.51858346,4.13E-01,1610.64,9,7,63,25.56571429,300,2.59E+04,0.51858346,0.51858346
700,0.85,0.00328897,191.811,7.83E-01,0.692415356,23.73,-50.67,1.12E-03,1.044056216,0.75,0.61,0.692415356,0.692415356,3.04E+02,0.692415356,7.83E-01,1610.64,9,7,63,25.56571429,300,3.68E+04,0.692415356,0.692415356
300,0.85,0.2597,-301,1.05E-02,8.89E-07,23.73,-50.67,3.49E-05,0.000214908,48.7,0.61,8.89E-07,8.89E-07,5.92E-02,8.89E-07,1.05E-02,47.62,2,2,4,11.905,295,9.06E+04,8.89E-07,8.89E-07
400,0.85,0.3891,-293.962,8.88E-03,7.33E-06,23.73,-50.67,2.22E-05,0.000267412,33.22,0.61,7.33E-06,7.33E-06,2.50E-01,7.33E-06,8.88E-03,47.62,2,2,4,11.905,295,8.64E+04,7.33E-06,7.33E-06
700,0.85,1.786,-329.869,4.26E-03,0.001089449,23.73,-50.67,6.09E-06,0.000291113,14.65,0.61,0.001089449,0.001089449,9.34E+00,0.001089449,4.26E-03,47.62,2,2,4,11.905,295,1.09E+05,0.001089449,0.001089449
1000,0.85,2.97,-436.926,6.43E-03,0.005980275,23.73,-50.67,6.43E-06,0.000749156,8.58,0.61,0.005980275,0.005980275,2.10E+01,0.005980275,6.43E-03,47.62,2,2,4,11.905,295,1.91E+05,0.005980275,0.005980275
300,0.85,0.005623413,-154.022,1.27E-01,0.002543879,23.73,-50.67,4.22E-04,0.002844301,44.495,0.61,0.002543879,0.002543879,1.55E+02,0.002543879,1.27E-01,47.62,2,2,4,11.905,295,2.37E+04,0.002543879,0.002543879
400,0.85,0.00616595,-190.595,2.36E-01,0.004803335,23.73,-50.67,5.89E-04,0.007800677,30.21,0.61,0.004803335,0.004803335,1.49E+02,0.004803335,2.36E-01,47.62,2,2,4,11.905,295,3.63E+04,0.004803335,0.004803335
700,0.85,0.009120108,-166.107,2.12E-01,0.011982015,23.73,-50.67,3.03E-04,0.015658013,13.525,0.61,0.011982015,0.011982015,9.49E+01,0.011982015,2.12E-01,47.62,2,2,4,11.905,295,2.76E+04,0.011982015,0.011982015
1000,0.85,0.008709636,-231.536,6.16E-01,0.029466209,23.73,-50.67,6.16E-04,0.074607606,8.25,0.61,0.029466209,0.029466209,9.96E+01,0.029466209,6.16E-01,47.62,2,2,4,11.905,295,5.36E+04,0.029466209,0.029466209
